id,category,buggy_file,fixed_file,reasoning,buggy_snippet,fixed_snippet
02_inferred_latches_28,02_inferred_latches,dataset/02_inferred_latches/sample_28_buggy.v,dataset/02_inferred_latches/sample_28_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_28 (
    input [3:0] sel_28,
    input en,
    output reg dec_28
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_28 > 0) begin
            dec_28 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_28 (
    input [3:0] sel_28,
    input en,
    output reg dec_28
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_28 > 0) begin
            dec_28 = 1'b1;
        end else begin
            dec_28 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_29,02_inferred_latches,dataset/02_inferred_latches/sample_29_buggy.v,dataset/02_inferred_latches/sample_29_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_29 (
    input [1:0] sel_29,
    input en,
    output reg dec_29
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_29 > 0) begin
            dec_29 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_29 (
    input [1:0] sel_29,
    input en,
    output reg dec_29
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_29 > 0) begin
            dec_29 = 1'b1;
        end else begin
            dec_29 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_30,02_inferred_latches,dataset/02_inferred_latches/sample_30_buggy.v,dataset/02_inferred_latches/sample_30_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_30 (
    input [3:0] sel_30,
    input en,
    output reg dec_30
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_30 > 0) begin
            dec_30 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_30 (
    input [3:0] sel_30,
    input en,
    output reg dec_30
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_30 > 0) begin
            dec_30 = 1'b1;
        end else begin
            dec_30 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_31,02_inferred_latches,dataset/02_inferred_latches/sample_31_buggy.v,dataset/02_inferred_latches/sample_31_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_31 (
    input [2:0] sel_31,
    input en,
    output reg dec_31
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_31 > 0) begin
            dec_31 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_31 (
    input [2:0] sel_31,
    input en,
    output reg dec_31
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_31 > 0) begin
            dec_31 = 1'b1;
        end else begin
            dec_31 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_32,02_inferred_latches,dataset/02_inferred_latches/sample_32_buggy.v,dataset/02_inferred_latches/sample_32_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_32 (
    input [2:0] sel_32,
    input en,
    output reg dec_32
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_32 > 0) begin
            dec_32 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_32 (
    input [2:0] sel_32,
    input en,
    output reg dec_32
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_32 > 0) begin
            dec_32 = 1'b1;
        end else begin
            dec_32 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_33,02_inferred_latches,dataset/02_inferred_latches/sample_33_buggy.v,dataset/02_inferred_latches/sample_33_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_33 (
    input [4:0] sel_33,
    input en,
    output reg dec_33
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_33 > 0) begin
            dec_33 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_33 (
    input [4:0] sel_33,
    input en,
    output reg dec_33
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_33 > 0) begin
            dec_33 = 1'b1;
        end else begin
            dec_33 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_34,02_inferred_latches,dataset/02_inferred_latches/sample_34_buggy.v,dataset/02_inferred_latches/sample_34_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_34 (
    input [3:0] sel_34,
    input en,
    output reg dec_34
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_34 > 0) begin
            dec_34 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_34 (
    input [3:0] sel_34,
    input en,
    output reg dec_34
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_34 > 0) begin
            dec_34 = 1'b1;
        end else begin
            dec_34 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_35,02_inferred_latches,dataset/02_inferred_latches/sample_35_buggy.v,dataset/02_inferred_latches/sample_35_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_35 (
    input [3:0] sel_35,
    input en,
    output reg dec_35
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_35 > 0) begin
            dec_35 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_35 (
    input [3:0] sel_35,
    input en,
    output reg dec_35
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_35 > 0) begin
            dec_35 = 1'b1;
        end else begin
            dec_35 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_36,02_inferred_latches,dataset/02_inferred_latches/sample_36_buggy.v,dataset/02_inferred_latches/sample_36_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_36 (
    input [1:0] sel_36,
    input en,
    output reg dec_36
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_36 > 0) begin
            dec_36 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_36 (
    input [1:0] sel_36,
    input en,
    output reg dec_36
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_36 > 0) begin
            dec_36 = 1'b1;
        end else begin
            dec_36 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_37,02_inferred_latches,dataset/02_inferred_latches/sample_37_buggy.v,dataset/02_inferred_latches/sample_37_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_37 (
    input [3:0] sel_37,
    input en,
    output reg dec_37
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_37 > 0) begin
            dec_37 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_37 (
    input [3:0] sel_37,
    input en,
    output reg dec_37
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_37 > 0) begin
            dec_37 = 1'b1;
        end else begin
            dec_37 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_38,02_inferred_latches,dataset/02_inferred_latches/sample_38_buggy.v,dataset/02_inferred_latches/sample_38_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_38 (
    input [3:0] sel_38,
    input en,
    output reg dec_38
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_38 > 0) begin
            dec_38 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_38 (
    input [3:0] sel_38,
    input en,
    output reg dec_38
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_38 > 0) begin
            dec_38 = 1'b1;
        end else begin
            dec_38 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_39,02_inferred_latches,dataset/02_inferred_latches/sample_39_buggy.v,dataset/02_inferred_latches/sample_39_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_39 (
    input [3:0] sel_39,
    input en,
    output reg dec_39
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_39 > 0) begin
            dec_39 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_39 (
    input [3:0] sel_39,
    input en,
    output reg dec_39
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_39 > 0) begin
            dec_39 = 1'b1;
        end else begin
            dec_39 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_40,02_inferred_latches,dataset/02_inferred_latches/sample_40_buggy.v,dataset/02_inferred_latches/sample_40_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_40 (
    input [2:0] sel_40,
    input en,
    output reg dec_40
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_40 > 0) begin
            dec_40 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_40 (
    input [2:0] sel_40,
    input en,
    output reg dec_40
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_40 > 0) begin
            dec_40 = 1'b1;
        end else begin
            dec_40 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_41,02_inferred_latches,dataset/02_inferred_latches/sample_41_buggy.v,dataset/02_inferred_latches/sample_41_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_41 (
    input [3:0] sel_41,
    input en,
    output reg dec_41
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_41 > 0) begin
            dec_41 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_41 (
    input [3:0] sel_41,
    input en,
    output reg dec_41
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_41 > 0) begin
            dec_41 = 1'b1;
        end else begin
            dec_41 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_42,02_inferred_latches,dataset/02_inferred_latches/sample_42_buggy.v,dataset/02_inferred_latches/sample_42_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_42 (
    input [3:0] sel_42,
    input en,
    output reg dec_42
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_42 > 0) begin
            dec_42 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_42 (
    input [3:0] sel_42,
    input en,
    output reg dec_42
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_42 > 0) begin
            dec_42 = 1'b1;
        end else begin
            dec_42 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_43,02_inferred_latches,dataset/02_inferred_latches/sample_43_buggy.v,dataset/02_inferred_latches/sample_43_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_43 (
    input [1:0] sel_43,
    input en,
    output reg dec_43
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_43 > 0) begin
            dec_43 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_43 (
    input [1:0] sel_43,
    input en,
    output reg dec_43
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_43 > 0) begin
            dec_43 = 1'b1;
        end else begin
            dec_43 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_44,02_inferred_latches,dataset/02_inferred_latches/sample_44_buggy.v,dataset/02_inferred_latches/sample_44_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_44 (
    input [4:0] sel_44,
    input en,
    output reg dec_44
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_44 > 0) begin
            dec_44 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_44 (
    input [4:0] sel_44,
    input en,
    output reg dec_44
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_44 > 0) begin
            dec_44 = 1'b1;
        end else begin
            dec_44 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_45,02_inferred_latches,dataset/02_inferred_latches/sample_45_buggy.v,dataset/02_inferred_latches/sample_45_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_45 (
    input [4:0] sel_45,
    input en,
    output reg dec_45
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_45 > 0) begin
            dec_45 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_45 (
    input [4:0] sel_45,
    input en,
    output reg dec_45
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_45 > 0) begin
            dec_45 = 1'b1;
        end else begin
            dec_45 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_46,02_inferred_latches,dataset/02_inferred_latches/sample_46_buggy.v,dataset/02_inferred_latches/sample_46_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_46 (
    input [4:0] sel_46,
    input en,
    output reg dec_46
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_46 > 0) begin
            dec_46 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_46 (
    input [4:0] sel_46,
    input en,
    output reg dec_46
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_46 > 0) begin
            dec_46 = 1'b1;
        end else begin
            dec_46 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_47,02_inferred_latches,dataset/02_inferred_latches/sample_47_buggy.v,dataset/02_inferred_latches/sample_47_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_47 (
    input [3:0] sel_47,
    input en,
    output reg dec_47
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_47 > 0) begin
            dec_47 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_47 (
    input [3:0] sel_47,
    input en,
    output reg dec_47
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_47 > 0) begin
            dec_47 = 1'b1;
        end else begin
            dec_47 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_48,02_inferred_latches,dataset/02_inferred_latches/sample_48_buggy.v,dataset/02_inferred_latches/sample_48_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_48 (
    input [2:0] sel_48,
    input en,
    output reg dec_48
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_48 > 0) begin
            dec_48 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_48 (
    input [2:0] sel_48,
    input en,
    output reg dec_48
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_48 > 0) begin
            dec_48 = 1'b1;
        end else begin
            dec_48 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_49,02_inferred_latches,dataset/02_inferred_latches/sample_49_buggy.v,dataset/02_inferred_latches/sample_49_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_49 (
    input [1:0] sel_49,
    input en,
    output reg dec_49
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_49 > 0) begin
            dec_49 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_49 (
    input [1:0] sel_49,
    input en,
    output reg dec_49
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_49 > 0) begin
            dec_49 = 1'b1;
        end else begin
            dec_49 = 1'b0;
        end
    end
endmodule
"
03_multi_driver_collisions_0,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_0_buggy.v,dataset/03_multi_driver_collisions/sample_0_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_0 (
    input clk,
    input [15:0] port_a_0,
    input [15:0] port_b_0,
    output reg [15:0] bus_out_0
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_0 <= port_a_0;
    end

    always @(negedge clk) begin
        bus_out_0 <= port_b_0;
    end
endmodule
","module driver_mod_0 (
    input clk,
    input [15:0] port_a_0,
    input [15:0] port_b_0,
    output reg [15:0] bus_out_0
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_0 <= port_a_0;
        else 
            bus_out_0 <= port_b_0;
    end
endmodule
"
03_multi_driver_collisions_1,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_1_buggy.v,dataset/03_multi_driver_collisions/sample_1_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_1 (
    input clk,
    input [15:0] port_a_1,
    input [15:0] port_b_1,
    output reg [15:0] bus_out_1
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_1 <= port_a_1;
    end

    always @(negedge clk) begin
        bus_out_1 <= port_b_1;
    end
endmodule
","module driver_mod_1 (
    input clk,
    input [15:0] port_a_1,
    input [15:0] port_b_1,
    output reg [15:0] bus_out_1
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_1 <= port_a_1;
        else 
            bus_out_1 <= port_b_1;
    end
endmodule
"
03_multi_driver_collisions_2,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_2_buggy.v,dataset/03_multi_driver_collisions/sample_2_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_2 (
    input clk,
    input [31:0] port_a_2,
    input [31:0] port_b_2,
    output reg [31:0] bus_out_2
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_2 <= port_a_2;
    end

    always @(negedge clk) begin
        bus_out_2 <= port_b_2;
    end
endmodule
","module driver_mod_2 (
    input clk,
    input [31:0] port_a_2,
    input [31:0] port_b_2,
    output reg [31:0] bus_out_2
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_2 <= port_a_2;
        else 
            bus_out_2 <= port_b_2;
    end
endmodule
"
03_multi_driver_collisions_3,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_3_buggy.v,dataset/03_multi_driver_collisions/sample_3_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_3 (
    input clk,
    input [15:0] port_a_3,
    input [15:0] port_b_3,
    output reg [15:0] bus_out_3
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_3 <= port_a_3;
    end

    always @(negedge clk) begin
        bus_out_3 <= port_b_3;
    end
endmodule
","module driver_mod_3 (
    input clk,
    input [15:0] port_a_3,
    input [15:0] port_b_3,
    output reg [15:0] bus_out_3
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_3 <= port_a_3;
        else 
            bus_out_3 <= port_b_3;
    end
endmodule
"
03_multi_driver_collisions_4,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_4_buggy.v,dataset/03_multi_driver_collisions/sample_4_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_4 (
    input clk,
    input [15:0] port_a_4,
    input [15:0] port_b_4,
    output reg [15:0] bus_out_4
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_4 <= port_a_4;
    end

    always @(negedge clk) begin
        bus_out_4 <= port_b_4;
    end
endmodule
","module driver_mod_4 (
    input clk,
    input [15:0] port_a_4,
    input [15:0] port_b_4,
    output reg [15:0] bus_out_4
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_4 <= port_a_4;
        else 
            bus_out_4 <= port_b_4;
    end
endmodule
"
03_multi_driver_collisions_5,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_5_buggy.v,dataset/03_multi_driver_collisions/sample_5_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_5 (
    input clk,
    input [31:0] port_a_5,
    input [31:0] port_b_5,
    output reg [31:0] bus_out_5
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_5 <= port_a_5;
    end

    always @(negedge clk) begin
        bus_out_5 <= port_b_5;
    end
endmodule
","module driver_mod_5 (
    input clk,
    input [31:0] port_a_5,
    input [31:0] port_b_5,
    output reg [31:0] bus_out_5
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_5 <= port_a_5;
        else 
            bus_out_5 <= port_b_5;
    end
endmodule
"
03_multi_driver_collisions_6,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_6_buggy.v,dataset/03_multi_driver_collisions/sample_6_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_6 (
    input clk,
    input [7:0] port_a_6,
    input [7:0] port_b_6,
    output reg [7:0] bus_out_6
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_6 <= port_a_6;
    end

    always @(negedge clk) begin
        bus_out_6 <= port_b_6;
    end
endmodule
","module driver_mod_6 (
    input clk,
    input [7:0] port_a_6,
    input [7:0] port_b_6,
    output reg [7:0] bus_out_6
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_6 <= port_a_6;
        else 
            bus_out_6 <= port_b_6;
    end
endmodule
"
03_multi_driver_collisions_7,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_7_buggy.v,dataset/03_multi_driver_collisions/sample_7_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_7 (
    input clk,
    input [7:0] port_a_7,
    input [7:0] port_b_7,
    output reg [7:0] bus_out_7
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_7 <= port_a_7;
    end

    always @(negedge clk) begin
        bus_out_7 <= port_b_7;
    end
endmodule
","module driver_mod_7 (
    input clk,
    input [7:0] port_a_7,
    input [7:0] port_b_7,
    output reg [7:0] bus_out_7
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_7 <= port_a_7;
        else 
            bus_out_7 <= port_b_7;
    end
endmodule
"
03_multi_driver_collisions_8,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_8_buggy.v,dataset/03_multi_driver_collisions/sample_8_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_8 (
    input clk,
    input [15:0] port_a_8,
    input [15:0] port_b_8,
    output reg [15:0] bus_out_8
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_8 <= port_a_8;
    end

    always @(negedge clk) begin
        bus_out_8 <= port_b_8;
    end
endmodule
","module driver_mod_8 (
    input clk,
    input [15:0] port_a_8,
    input [15:0] port_b_8,
    output reg [15:0] bus_out_8
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_8 <= port_a_8;
        else 
            bus_out_8 <= port_b_8;
    end
endmodule
"
03_multi_driver_collisions_9,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_9_buggy.v,dataset/03_multi_driver_collisions/sample_9_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_9 (
    input clk,
    input [31:0] port_a_9,
    input [31:0] port_b_9,
    output reg [31:0] bus_out_9
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_9 <= port_a_9;
    end

    always @(negedge clk) begin
        bus_out_9 <= port_b_9;
    end
endmodule
","module driver_mod_9 (
    input clk,
    input [31:0] port_a_9,
    input [31:0] port_b_9,
    output reg [31:0] bus_out_9
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_9 <= port_a_9;
        else 
            bus_out_9 <= port_b_9;
    end
endmodule
"
03_multi_driver_collisions_10,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_10_buggy.v,dataset/03_multi_driver_collisions/sample_10_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_10 (
    input clk,
    input [7:0] port_a_10,
    input [7:0] port_b_10,
    output reg [7:0] bus_out_10
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_10 <= port_a_10;
    end

    always @(negedge clk) begin
        bus_out_10 <= port_b_10;
    end
endmodule
","module driver_mod_10 (
    input clk,
    input [7:0] port_a_10,
    input [7:0] port_b_10,
    output reg [7:0] bus_out_10
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_10 <= port_a_10;
        else 
            bus_out_10 <= port_b_10;
    end
endmodule
"
03_multi_driver_collisions_11,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_11_buggy.v,dataset/03_multi_driver_collisions/sample_11_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_11 (
    input clk,
    input [15:0] port_a_11,
    input [15:0] port_b_11,
    output reg [15:0] bus_out_11
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_11 <= port_a_11;
    end

    always @(negedge clk) begin
        bus_out_11 <= port_b_11;
    end
endmodule
","module driver_mod_11 (
    input clk,
    input [15:0] port_a_11,
    input [15:0] port_b_11,
    output reg [15:0] bus_out_11
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_11 <= port_a_11;
        else 
            bus_out_11 <= port_b_11;
    end
endmodule
"
03_multi_driver_collisions_12,03_multi_driver_collisions,dataset/03_multi_driver_collisions/sample_12_buggy.v,dataset/03_multi_driver_collisions/sample_12_fixed.v,Signal driven by multiple procedural always blocks causing a synthesis short-circuit. Merged the drivers into a single block.,"module driver_mod_12 (
    input clk,
    input [31:0] port_a_12,
    input [31:0] port_b_12,
    output reg [31:0] bus_out_12
);
    // BUG: Multiple blocks driving the same output
    always @(posedge clk) begin
        bus_out_12 <= port_a_12;
    end

    always @(negedge clk) begin
        bus_out_12 <= port_b_12;
    end
endmodule
","module driver_mod_12 (
    input clk,
    input [31:0] port_a_12,
    input [31:0] port_b_12,
    output reg [31:0] bus_out_12
);
    // FIX: Merge logic into a single driving block
    always @(posedge clk or negedge clk) begin
        if (clk) 
            bus_out_12 <= port_a_12;
        else 
            bus_out_12 <= port_b_12;
    end
endmodule
"
